#OTU ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK100	BRK101	BRK102	BRK103	BRK104	BRK105	BRK106	BRK107	BRK108	BRK109	BRK11	BRK110	BRK111	BRK112	BRK113	BRK114	BRK115	BRK116	BRK117	BRK118	BRK119	BRK12	BRK120	BRK121	BRK122	BRK123	BRK124	BRK125	BRK126	BRK127	BRK128	BRK129	BRK13	BRK130	BRK131	BRK132	BRK133	BRK134	BRK135	BRK136	BRK137	BRK138	BRK139	BRK14	BRK140	BRK141	BRK142	BRK143	BRK144	BRK145	BRK147	BRK148	BRK149	BRK15	BRK150	BRK151	BRK152	BRK154	BRK155	BRK156	BRK157	BRK158	BRK159	BRK16	BRK160	BRK161	BRK162	BRK164	BRK165	BRK166	BRK167	BRK168	BRK169	BRK17	BRK171	BRK172	BRK173	BRK174	BRK175	BRK176	BRK177	BRK178	BRK179	BRK18	BRK180	BRK181	BRK182	BRK183	BRK184	BRK185	BRK186	BRK187	BRK188	BRK189	BRK19	BRK190	BRK191	BRK192	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK79	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96	BRK97	BRK98	BRK99
OTU_2515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	1	1	0	2	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0
OTU_2516	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	10	0	0	0	9	13	1	0	7	0	4	0	0	0	0	0	4	0	0	0	16	20	4	0	0	2	1	13	0	0	15	0	2	16	0	0	12	0	0	0	0	0	0	10	0	0	2	3	0	0	0	7	4	1	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2517	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
OTU_2518	0	1	1	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	1	1	5	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	6	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1
OTU_2519	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	12	2	1	2	1	9	3	0	0	0	0	0	2	2	0	2	0	2	0	0	1	7	0	0	1	0	0	0	0	1	0	0	0	0	0	1	4	15	2	0	0	0	10	2	1	3	0	0	9	3	1	0	0	0	5	1	0	0	0	0	0	0
OTU_2520	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	1	1	11	1	1	0	4	1	0	0	0	0	0	11	1	1	5	2	0	0	0	0	2	11	0	10	6	0	2	3	6	4	4	4	0	0	2	2	0	1	2	1	0	7	1	3	5	7	2	4	3	5	1	2	1	3	0	0	0	1	0	0	0
OTU_2521	0	13	0	1	12	3	17	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	6	0	0	0	6	1	4	1	3	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	3	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	8	1	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_2522	0	22	0	0	18	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0	0	3	0	0	0	1	0	4	0	0	1	0	0	0	0	4	6	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	6	0	2	0	0	7	0	0	2	4	0	0	0	4	0	2	0	1	0	0	5	0	0	0	1	0	0	0	0	0	1	0
OTU_2523	3	1	1	1	0	2	2	2	1	1	1	3	9	0	4	2	7	4	4	2	8	3	1	1	11	2	10	20	4	1	5	0	0	3	2	0	1	1	2	1	0	0	1	2	1	3	2	3	0	2	1	0	2	1	1	2	0	2	3	1	1	1	1	8	1	3	2	2	0	4	2	1	1	3	1	1	3	4	12	9	0	1	3	2	0	9	1	1	0	3	1	5	1	4	3	2	0	0	0	1	1	2	1	0	0	5	8	0	1	1	0	6	2	1	0	11	4	5	5	0	17	9	5	5	5	7	15	19	5	8	15	20	14	10	4	2	2	3	14	1	1	14	9	3	6	2	18	28	14	0	4	3	1	11	5	5	4	7	10	0	0	9	16	19	6	1	1	0	24	10	23	7	1	7	17	3	8	3	8	5	9	1	1	1	3	3	3	4
OTU_2524	2	3	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	5	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	2	0	0	0	3	1	1	0	16	3	4	4	0	0	0	0	1	4	0	0	0	0	0	1	0	3	4	0	0	5	1	0	0	3	2	1	12	0	3	8	0	0	1	0	12	3	10	0	7	11	0	0	3	2	4	0	0	9	5	3	10	5	0	1	13	6	5	1	12	2	0	0	6	1	0	0
OTU_2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	2	0	0	1	1	2	0	0	3	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0
OTU_2526	65	43	48	150	5	49	40	261	22	164	0	5	8	1	5	2	1	8	3	3	20	9	2	0	15	4	22	37	4	11	12	24	1	3	3	3	7	13	1	3	0	0	1	2	4	3	1	0	4	3	2	0	5	25	0	5	0	8	0	2	4	2	1	127	0	0	0	3	1	4	4	3	1	26	2	0	3	15	17	11	0	1	0	33	3	5	4	0	0	1	2	6	1	80	2	1	0	0	0	0	1	1	6	2	18	12	6	0	60	29	135	8	3	9	7	78	53	217	125	2	28	137	100	49	10	7	31	110	106	121	81	85	65	42	9	2	5	61	24	94	54	75	22	16	69	39	98	246	7	6	11	6	36	114	14	10	6	15	12	7	2	2	61	85	9	8	21	63	47	48	116	11	0	6	46	26	4	4	5	6	19	0	3	7	2	2	2	3
OTU_2527	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	16	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2528	0	6	1	2	4	2	4	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	0	1	1	0	1	2	0	0	0	2	0	0	1	2	0	0	1	1	0	2	0	0	1	0	0	0	2	1	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	3	6	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1	2	0	1	2	5	1	0	0	0	0	4	0	0	1	1	0	3	1	2	0	0	2	0	5	3	2	0	11	2	1	0	0	3	0	0	0	0	0	1	0
OTU_2529	3	8	1	15	7	3	6	30	7	7	0	2	0	0	2	1	0	1	0	0	5	0	0	1	0	0	0	0	1	0	0	12	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	7	1	0	0	0	0	0	1	0	0	10	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	1	2	9	1	1	1	0	0	0	1	0	0	0	8	0	0	0	12	8	27	0	2	1	0	0	7	4	9	0	2	0	1	0	2	3	2	23	9	3	2	1	0	0	0	1	0	0	3	6	5	1	1	0	0	0	0	5	2	0	0	3	2	3	0	4	4	1	0	0	0	2	1	2	0	4	5	1	3	1	1	4	1	1	1	11	0	3	1	0	1	0	0	0	0	0	0	0
OTU_2530	2	5	2	32	14	3	16	6	24	10	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	7	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	18	6	6	0	0	0	1	0	0	6	2	0	4	2	2	2	0	0	0	6	5	4	0	0	0	0	0	0	0	2	6	12	2	1	2	0	2	0	0	2	3	0	48	13	5	2	9	2	26	6	5	0	0	2	1	2	9	7	1	1	1	1	3	19	3	39	1	2	5	0	1	2	13	1	0	0	1	0	0	0
OTU_2531	0	3	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	2	1	0	1	1	0	0	3	0	3	13	0	4	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	5	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	1	4	0	3	0	1	0	3	0	0	0	0	0	0	0	4	1	1	0	2	3	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1
OTU_2532	0	0	0	0	0	0	0	0	0	0	19	4	7	9	17	1	2	11	0	13	0	39	2	21	2	0	0	0	6	0	0	0	3	38	7	2	12	0	22	32	28	13	0	22	13	26	36	9	23	5	21	3	72	0	9	18	12	0	1	15	25	7	17	1	14	15	18	2	23	21	28	5	11	0	0	14	2	0	2	0	0	0	19	0	1	6	7	14	0	13	11	12	11	0	19	12	8	5	17	24	19	11	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	8	6	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	21	5
OTU_2533	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2534	2	13	0	0	1	9	8	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	13	0	1	0	19	13	43	38	16	13	0	28	14	1	2	0	0	1	7	66	8	0	2	7	7	0	1	17	1	1	0	0	13	0	27	19	5	0	1	0	1	3	13	14	6	4	0	1	14	0	0	11	0	15	32	38	2	0	0	0	6	0	0	0	0	0	0	0
OTU_2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2536	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
OTU_2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	2	0	0	0	1	0	0	3	1	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2538	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	5	0	0	0	0	3	0	4	0	0	0	2	0	5	1	0	2	10	1	2	0	0	0	1	0	0	0	1	0	2	0	0	1	0	3	2	2	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	3	1	1	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	3	1	1	0	1	0	0	0	0	2	0	0
OTU_2539	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2540	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2541	15	33	40	3	13	72	6	15	11	19	2	33	17	0	17	0	10	30	5	3	65	2	2	1	80	22	113	176	12	43	86	158	1	3	11	10	9	37	3	9	1	1	13	6	7	8	1	2	1	0	4	0	1	19	0	4	0	55	0	8	1	0	1	0	8	3	0	2	0	5	9	10	0	23	8	1	2	41	108	94	20	1	1	11	24	28	14	0	0	1	1	2	1	7	4	2	0	2	1	0	1	0	1	12	20	78	34	0	1	22	4	53	0	32	9	87	79	27	65	1	24	8	1	0	1	0	1	11	11	30	11	1	3	10	56	28	3	51	35	2	3	1	96	11	26	4	3	9	8	8	2	5	4	14	37	1	5	2	5	57	5	2	2	12	1	5	2	1	1	18	19	12	0	0	10	9	14	12	9	33	17	2	12	43	5	2	1	14
OTU_2542	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	1	2	1	1	3	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2543	3	3	1	7	2	5	1	23	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	5	6	0	0	1	2	8	95	25	35	0	3	0	0	1	0	0	6	7	8	5	1	5	5	1	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	2	2	1	2	0	0	0	1	3	0	0	1	1	2	1	0	1	1	0	0	0	0	0	1	0	0
OTU_2544	3	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	3	1	0	2	0	0	0	0	0	4	1	0	0	1	0	0	1	1	0	0	0	1	0	4	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	2	1	1	2	1	2	0	1	5	5	0	7	9	5	15	2	1	1	2	3	0	0	0	0	1	3	1	0	6	1	1	2	0	1	0	6	0	13	10	1	1	1	5	11	7	4	0	1	6	2	9	7	1	6	1	5	2	7	1	16	5	3	10	3	2	5	3	10	5	0	0	0	1	0	0
OTU_2545	4	14	30	1	1	0	0	7	4	10	0	18	5	2	5	1	5	17	4	6	46	0	1	1	48	20	56	126	1	12	66	2	0	3	2	6	0	19	2	2	0	1	15	3	5	8	3	3	0	0	0	0	0	4	0	2	1	45	0	3	1	0	1	1	4	2	1	0	1	4	6	5	1	22	1	0	1	37	63	62	13	0	0	7	11	13	12	0	0	0	0	3	1	8	2	0	0	2	1	1	2	0	0	6	0	80	16	2	2	5	1	35	0	25	2	57	46	5	43	0	16	2	3	0	1	0	0	0	0	7	5	0	0	8	40	21	2	24	13	5	2	0	53	1	16	1	2	0	5	11	2	1	4	6	16	5	18	0	5	35	0	3	0	0	0	1	0	0	0	5	8	4	0	3	0	5	4	2	4	13	1	3	9	31	3	1	3	8
OTU_2546	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	2	5	0	1	0	0	0	0	0	0	0	2	1	0	0	2	2	0	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	3	2	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2547	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2548	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	16	2	3	3	22	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
