"OTU_ID"	"BRK01"	"BRK02"	"BRK03"	"BRK04"	"BRK05"	"BRK06"	"BRK07"	"BRK08"	"BRK09"	"BRK10"	"BRK100"	"BRK101"	"BRK102"	"BRK103"	"BRK104"	"BRK105"	"BRK106"	"BRK107"	"BRK108"	"BRK109"	"BRK11"	"BRK110"	"BRK111"	"BRK112"	"BRK113"	"BRK114"	"BRK115"	"BRK117"	"BRK118"	"BRK119"	"BRK12"	"BRK120"	"BRK121"	"BRK122"	"BRK123"	"BRK124"	"BRK125"	"BRK126"	"BRK127"	"BRK128"	"BRK129"	"BRK13"	"BRK130"	"BRK131"	"BRK132"	"BRK133"	"BRK134"	"BRK135"	"BRK14"	"BRK15"	"BRK16"	"BRK17"	"BRK18"	"BRK19"	"BRK20"	"BRK21"	"BRK22"	"BRK23"	"BRK24"	"BRK25"	"BRK26"	"BRK27"	"BRK28"	"BRK29"	"BRK30"	"BRK31"	"BRK32"	"BRK33"	"BRK34"	"BRK35"	"BRK36"	"BRK37"	"BRK38"	"BRK39"	"BRK40"	"BRK41"	"BRK42"	"BRK43"	"BRK44"	"BRK45"	"BRK46"	"BRK47"	"BRK48"	"BRK49"	"BRK50"	"BRK51"	"BRK52"	"BRK53"	"BRK54"	"BRK55"	"BRK56"	"BRK57"	"BRK58"	"BRK59"	"BRK60"	"BRK61"	"BRK62"	"BRK63"	"BRK64"	"BRK65"	"BRK66"	"BRK67"	"BRK68"	"BRK69"	"BRK70"	"BRK71"	"BRK72"	"BRK73"	"BRK74"	"BRK75"	"BRK76"	"BRK77"	"BRK78"	"BRK80"	"BRK81"	"BRK82"	"BRK83"	"BRK84"	"BRK97"	"BRK98"	"BRK99"
"OTU_491"	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0
"OTU_3402"	0	0	0	0	0	0	0	0	0	0	2	10	20	5	0	1	12	3	1	13	0	34	13	5	1	7	0	0	0	0	0	0	5	8	1	5	0	0	0	0	1	0	1	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	2
"OTU_368"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1	48	1	1	3	0	0	1	0	0	0	2	29	0	0	0	0	0	1	0	1	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
"OTU_1484"	0	0	0	0	0	0	0	0	0	0	18	8	1	0	6	1	7	3	1	0	0	27	28	4	4	2	0	12	0	37	0	1	4	2	1	1	0	0	1	11	4	0	1	13	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	93
"OTU_2487"	2	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	16	35	5	0	0	0	0	12	3	0	0	0	0	1	0	0	0
"OTU_1608"	0	0	0	0	0	0	0	0	0	0	10	1	7	8	1	0	18	5	0	0	0	0	2	0	1	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
"OTU_1462"	1	0	12	30	1	0	0	21	3	0	0	0	1	0	0	1	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	28	20	4	0	2	2	0	0	7	16	1	0	1	12	4	8	5	12	0	0	5	20	1	4	18	5	0	0	2	21	4	5	3	10	7	0	9	7	3	0	37	9	1	0	8	11	4	0	21	9	18	0	220	2	21	0	30	2	0	8	11	0	0	0	15	0	0	0
"OTU_1747"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU_344"	0	0	0	0	0	0	0	0	0	0	3	7	1	1	7	1	1	1	1	0	0	1	9	1	1	6	0	1	1	4	0	2	2	0	1	0	1	1	0	3	2	0	3	2	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	4
"OTU_3343"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	17	0	3	11	15	37	13	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2191"	0	0	0	0	0	0	0	0	0	0	3	1	1	1	4	0	0	0	0	0	0	1	4	1	0	6	0	1	0	1	0	0	0	0	1	1	0	0	0	9	0	0	0	1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6
"OTU_2986"	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	3	0	0	0	0	3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"OTU_3448"	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	3	0	0	22	0	4	2	0	0	12	0	5	1	0	0	0	3	0	2	2	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2
"OTU_930"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	3	0	0	2	93	40	4	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1560"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	1	0	0	0	8	0	0	0	0	1	0	1	0	0	1	0	9	0	0	0	1	0	1	0	16	0	38	0	1	0	0	0	0	0	0	0	0
"OTU_1549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	2	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	9	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_3423"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_1646"	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"OTU_2823"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	9	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2022"	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	3	5	1	1	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	3	0	1	1	0	1	0	1	1	0	1	0	0	0	2	0	0	1	0	0	1	0	4	0	0	0	0	1	0	0	0
"OTU_1255"	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	12	1	2	0	24	0	5	8	0	1	3	0	12	1	0	0	23	7	5	31	48	1	0	6	287	20	0	10	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1
"OTU_1691"	0	0	0	0	0	0	0	0	0	0	0	4	4	13	1	7	0	2	19	27	0	0	1	1	5	89	0	0	0	0	0	0	4	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"OTU_3414"	0	0	0	0	0	0	0	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
"OTU_1362"	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	6	0	0	0	138	0	5	0	0	0	3	0	0	0	1	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	83	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0
"OTU_2845"	1	1	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	1	1	0	2	1	1	2	3	1	3	0	6	3	1	0	0	2	7	1	2	2	5	1	3	1	3	1	4	1	0	1	7	0	0	1	1	5	0	4	0	4	13	1	3	1	1	4	0	21	0	1	5	1	5	0	1	1	0	0	0	9	0	0	0
"OTU_2333"	0	0	0	0	0	0	0	0	0	0	0	1	5	5	0	2	0	3	2	17	0	0	7	2	4	20	0	16	0	0	0	5	3	3	0	16	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0
"OTU_2005"	0	0	1	0	6	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	0	0	0	0	2	1	10	0	0	0	0	0	0	0
"OTU_2937"	1	4	4	2	4	2	1	3	2	1	463	1161	932	1313	718	1228	1402	1254	2422	977	2	267	668	471	2036	1128	8	254	636	21	4	537	957	958	352	1794	1323	448	454	369	566	1	353	217	758	1160	378	9	3	2	2	1	2	1	1	2	1	2	0	0	2	2	3	5	1	2	2	3	1	1	4	2	1	5	1	2	0	3	3	2	1	0	3	1	2	2	5	2	4	0	3	3	2	3	4	3	2	1	4	1	2	4	0	2	5	23	3	1	1	4	0	2	2	4	0	0	1	2	437	276	165
"OTU_1628"	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	74	2	0	0	0	0	0	0	6	0	11	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	0	0	0	4	0	4	0	0	0	0	0	0	0
"OTU_3122"	0	0	0	0	0	0	1	0	0	0	7	12	15	21	5	18	12	16	24	14	0	4	11	5	22	15	0	4	10	0	0	8	16	15	7	27	17	7	3	6	3	0	5	2	11	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	2
"OTU_666"	0	0	0	0	0	0	0	0	0	0	4	2	1	0	4	1	0	4	1	13	0	29	87	55	19	42	15	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	2	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
"OTU_1125"	8	6	3	4	1	3	4	4	2	4	900	155	434	1485	158	830	1781	1825	614	312	5	540	137	139	158	576	16	3060	3513	2760	2	1695	1734	1848	5842	1027	3325	6082	3560	3269	2825	1	4294	3834	620	2412	2603	15	5	6	4	4	3	3	0	8	5	5	4	3	1	4	3	4	4	4	4	1	2	4	7	3	2	1	4	4	8	4	5	6	1	2	5	3	7	6	7	11	4	3	3	10	1	3	5	2	6	4	3	2	3	10	8	6	4	50	1	2	8	1	2	9	6	2	4	0	1	6	101	904	182
"OTU_33"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	78	8	0	0	0	162	1	0	0	0	0	0	0	49	2	146	1	17	0	0	1	0	6	2	13	59	0	0	0	9	0	0	1	0	1	0	0	1	14	0	0	0	0	0	54	1	0	1	1	1	0	0	1	6	1	1	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0
"OTU_1671"	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	2	8	3	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2714"	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	4	0	0	2	0	0	0	0	0	2	0	124	0	2	0	18	2	134	18	1	1	0	1	2	3	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"OTU_946"	3	0	0	0	15	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	1	0	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"OTU_2718"	1	0	0	0	0	0	0	1	0	0	4	8	11	10	3	5	1	11	7	11	0	1	7	6	12	15	0	3	6	0	0	5	3	2	3	6	7	3	6	5	5	0	5	6	7	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2
"OTU_2372"	6	6	11	5	7	4	5	4	3	4	4202	7310	4696	1587	7302	3777	4135	4087	6653	3608	6	740	1995	1374	3822	2443	17	893	1399	187	7	1398	1942	1326	423	1359	2153	891	2639	621	3084	1	1738	1691	6261	2502	3181	11	14	6	18	11	6	7	9	8	7	2	6	2	16	6	12	7	9	4	8	5	10	6	8	2	6	1	8	7	9	7	2	4	8	5	8	9	8	4	12	8	6	4	8	12	7	8	7	9	10	4	4	12	12	8	7	6	9	72	11	5	8	8	7	8	7	8	3	0	0	3	5798	3434	2509
"OTU_1117"	0	0	15	0	0	12	5	0	1	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	33	4	16	2	0	0	6	0	0	0	0	0	1	9	40	4	0	0	0	2	2	4	0	1	1	0	0	2	3	1	0	0	0	6	0	4	4	0	4	0	0	3	1	0	2	0	3	18	5	26	0	8	1	1	1	6	0	21	0	0	0	2	0	0	0
"OTU_3186"	0	0	0	0	0	0	0	0	0	1	12	6	20	19	3	16	4	12	7	33	0	1	24	12	9	36	1	60	14	4	0	15	5	10	4	6	1	0	1	6	4	0	9	2	8	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	11	15	1
"OTU_2648"	0	0	0	0	0	0	0	0	0	0	1	1	2	4	1	4	0	2	1	6	0	0	7	1	8	2	0	4	0	0	0	3	7	5	8	11	0	0	10	21	6	0	5	2	4	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3
"OTU_3379"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2742"	0	0	0	0	0	0	0	0	0	0	0	3	5	20	1	7	4	13	3	20	0	8	8	0	5	27	1	2	0	0	0	0	27	22	19	56	2	1	0	2	13	0	1	3	3	16	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
"OTU_2336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"OTU_267"	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	3	3	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
"OTU_1359"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	7	0	1	0	1	0	0	1	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1441"	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	2	0	0	0	1	3	1	0	0	1	0	0	1	13	0	0	1	0	16	31	0	28	1	0	0	0	25	6	94	13	1	0	0	0	12	7	60	2	0	0	0	2	0	0	145	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
"OTU_1962"	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	21	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	3	0	0	0	0	9	0	0	0	0	0	1	0	0	0
"OTU_3421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_347"	0	0	0	0	0	0	1	0	1	0	49	17	24	132	16	71	185	200	76	8	1	26	3	5	3	12	0	85	146	87	0	64	66	62	287	48	151	316	162	146	176	0	317	201	17	158	249	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	8	54	7
"OTU_2090"	0	1	3	15	4	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	2	0	5	9	1	1	1	4	1	2	3	1	3	0	0	1	1	0	0	2	0	2	2	0	15	0	0	0	3	2	0	2	6	1	0	1	0	1	2	13	0	1	0	0	0	2	0	7	0	0	0	2	0	4	1	59	3	1	0	4	0	0	4	1	0	0	0	7	1	0	0
"OTU_2061"	0	0	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
