#OTU ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK57	BRK58	BRK59	BRK60	BRK62	BRK65	BRK66	BRK67	BRK69	BRK70	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88
OTU_159	0	34	21	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	7	13	2	0	16	6	2	2	0	1	8	0	1	56	12	8	41	0	0	17	1	18	8	0	5	12	3	4	11	0	14	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_160	4	0	5	1	1	0	0	1	0	1	0	5	1	3	4	0	1	0	2	5	0	0	0	0	0	7	4	0	0	2	2	0	1	5	0	0	0	1	7	1	5	0	3	1	0	14	1	0	0	7	0	0	0	6	1	5	4	0	0	3	2	3	5	0	2	3	0	0
OTU_161	2	1	2	1	3	3	3	4	1	0	0	0	0	0	2	0	0	0	1	2	3	12	9	3	0	36	2	5	1	1	1	2	0	9	1	0	1	16	3	1	1	0	0	10	1	3	0	0	0	6	0	0	0	3	0	2	3	1	0	0	1	1	2	0	0	1	0	0
OTU_162	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	53	65	69	20	5	41	0	0	0	0	0	0
OTU_163	0	0	0	3	3	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	4	0	2	0	0	0	1	0	6	0	0	0	0	0	3	0	1	0	0	2	3	0	4	0	0	4	0	0
OTU_164	1	0	1	0	31	16	20	3	14	0	1	14	9	11	0	0	1	1	15	6	1	1	13	0	27	26	1	2	1	11	5	23	1	8	0	0	5	19	0	5	1	0	22	13	0	1	3	1	1	0	1	1	0	5	2	2	2	0	5	5	20	4	8	1	0	0	0	0
OTU_165	0	0	12	2	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	2	84	2	2	1	0	2	5	82	13	0	1	4	99	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_166	0	0	0	0	0	0	7	1	8	0	0	12	3	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	14	7	0	0	1	0	2	0	0	26	0	11	2	0	1	1	1	11	4	0	2	0	0	8	0	0
OTU_167	15	4	4	0	0	6	0	9	6	20	0	3	18	5	5	6	39	0	9	25	5	3	0	14	4	3	2	4	1	3	0	9	6	8	0	0	2	5	16	5	12	0	3	3	2	18	4	0	2	4	47	2	0	2	6	26	12	5	7	6	1	14	6	4	2	0	0	0
OTU_168	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	23	0	16	0	0	1	4	4	3	3	0	3	4	1	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_170	0	0	0	0	0	0	0	9	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	6	0	8	0	1	7	14	4	4	5	7	7	19	4	2	0	3	1	2
OTU_171	2	5	13	2	15	7	2	7	7	1	0	2	2	1	2	3	1	0	4	2	1	0	9	3	1	2	0	0	5	1	3	0	2	3	4	1	0	1	0	2	1	0	0	17	1	0	4	0	7	1	1	1	0	1	4	2	3	1	3	3	6	1	4	2	0	1	0	0
OTU_172	0	0	0	0	0	0	4	0	9	2	6	11	25	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	1	0	0	0	0	8	0	9	9	2	8	1	3	0	14	0	0	3	0	11	0	0
OTU_173	15	3	0	0	0	0	0	5	13	0	0	5	1	0	3	0	11	1	6	0	0	20	1	1	1	0	10	27	3	6	0	0	5	0	1	0	2	2	12	2	2	0	0	1	1	0	1	0	0	14	1	1	0	1	3	3	0	2	0	0	1	0	0	1	0	0	0	0
OTU_174	9	0	6	28	95	10	255	7	8	20	10	5	12	62	3	17	6	0	8	93	7	90	580	0	5	8	2	35	24	0	7	28	6	601	76	0	44	10	4	6	217	0	360	882	6	71	55	2	13	2	21	2071	1	166	123	10	115	5	14	154	123	24	156	5	20	2	1	5
OTU_175	1	13	36	0	1	49	0	17	13	102	0	7	47	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	0	0	19	5	22	5	1	5	8	38	3	0	8	6	5	0	0	0	0	0	3	6	2	0	6	1	0
OTU_176	0	0	6	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	1	10	41	17	6	0	0	4	24	15	5	0	6	9	17	15	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_177	0	0	0	0	13	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	10	25	15	24	7	42	12	0	3	21	19	7	35	2	15	5	13	53	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_178	4	0	0	0	0	0	0	1	9	3	1	1	0	0	1	0	1	0	3	0	3	10	0	0	0	0	7	12	0	1	0	2	1	1	0	1	2	0	2	0	0	1	0	1	0	10	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	2	0	3	2	0	0	0
OTU_179	0	0	0	0	0	15	70	6	14	1	5	9	90	39	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	122	0	0	18	7	3	0	0	31	0	25	11	1	23	1	4	6	15	4	28	6	0	17	1	0
OTU_180	15	2	1	0	1	0	0	0	0	3	0	1	17	2	4	12	14	0	4	19	5	6	3	13	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_181	0	0	0	0	0	0	0	0	0	0	0	7	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	2	0	0	0	0	42	0	36	2	3	18	6	2	6	2	0	7	0	0	2	0	0
OTU_182	3	2	1	1	203	5	17	2	42	0	0	6	0	2	2	6	0	0	20	3	0	1	15	0	34	23	0	18	0	5	8	5	4	9	0	0	29	38	4	2	5	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	2	0	0	1	109	1	30	1	0	10	1	0
OTU_183	1	1	0	0	2	0	1	0	2	1	1	22	0	0	2	0	1	0	0	1	0	1	8	0	1	1	0	4	5	3	1	4	2	1	3	0	2	0	6	0	3	0	1	8	1	1	3	0	0	0	0	1	0	3	3	3	3	0	0	0	1	9	6	0	0	1	0	0
OTU_184	0	0	8	0	2	10	0	2	0	2	0	0	1	0	12	2	8	0	0	12	1	1	0	14	1	3	3	0	0	1	0	3	3	4	3	4	0	4	7	9	4	0	1	6	6	8	3	2	1	5	6	1	0	6	0	3	0	1	0	0	1	2	0	1	1	0	0	0
OTU_185	31	13	13	1	11	1	0	7	25	11	0	92	1	1	8	4	10	0	14	3	16	28	11	0	2	5	12	37	11	17	5	2	15	20	9	0	15	1	46	6	11	0	7	14	6	18	0	0	0	44	2	4	0	10	7	9	2	5	0	3	17	15	17	21	1	0	0	0
OTU_186	2	0	3	0	2	1	2	4	4	2	0	2	4	0	1	0	0	1	0	3	5	8	8	2	0	12	3	2	2	0	0	10	3	6	2	0	0	2	6	1	4	0	0	8	1	7	0	0	2	5	3	6	0	1	0	1	5	1	0	2	2	1	7	1	0	0	0	1
OTU_187	9	1	5	1	0	1	1	2	0	2	0	1	2	1	3	0	1	1	0	2	20	1	3	2	1	6	17	1	0	2	0	1	7	1	1	4	4	2	12	0	2	1	1	2	1	1	0	0	0	9	1	0	0	2	0	2	1	1	1	0	0	1	0	1	0	0	0	0
OTU_188	0	0	51	0	0	7	0	0	0	0	0	0	0	0	12	36	16	0	15	15	15	3	45	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	121	24	79	19	29	50	0	0	0	0	0	0
OTU_189	6	2	17	0	1	44	3	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	6	11	0	0	11	1	6	7	0	5	3	2	35	6	0	2	1	4	8	0	8	0	43	13	2	7	9	0	23	6	0	0	1	0	0
OTU_190	0	0	0	0	0	0	0	40	11	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	8	0	0	4	14	6	9	43	24	5	3	5	1	5	0	1	0	0
OTU_191	119	19	25	17	12	0	8	11	31	10	1	205	5	9	44	18	12	1	35	2	57	75	33	3	2	15	30	136	56	20	28	0	14	65	26	0	55	6	79	9	27	0	21	32	14	17	13	0	1	105	6	8	0	30	50	10	16	3	1	9	38	19	39	9	8	7	2	0
OTU_192	0	0	63	0	0	0	0	0	0	0	0	0	0	0	115	28	54	2	43	36	116	15	18	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193	0	16	5	0	1	0	0	0	2	11	0	1	5	0	3	7	1	0	0	0	5	3	4	3	0	3	1	0	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	429	613
OTU_194	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	16	8	0	1	33	2	10	52	1	7	0	0	5	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195	0	0	0	0	0	2	9	1	1	0	0	1	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	3	9	0	10	0	0	19	0	6	0	0	1	0	0	15	3	1	10	1	0	12	1	0
OTU_196	21	2	0	0	0	0	0	0	0	1	0	0	16	1	7	10	9	0	2	28	5	8	2	11	7	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_197	10	3	8	0	0	24	0	0	0	0	0	0	5	3	18	18	24	1	1	10	33	5	11	32	8	9	13	0	9	39	0	33	75	27	38	2	0	34	64	28	21	1	5	19	34	32	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_198	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	9	2	6	2	0	0	11	27	1	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	3	0	1	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	4	0	3	1	1	0	0	0	0	0	0	0	1	0	1	0	0
OTU_200	39	2	5	2	0	0	0	4	1	3	0	5	0	1	10	0	6	0	3	5	25	0	2	1	0	2	1	2	3	1	0	1	10	1	1	1	1	1	15	2	4	0	0	1	17	8	0	0	0	37	0	4	0	4	0	1	0	2	1	4	1	0	1	3	1	1	0	1
OTU_201	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	9	0	0	9	0	0	0	1	0	0	0	0	13	5	1	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_202	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	31	16	9	17	10	8	25	13	7	0	0	0	0	0
OTU_203	2	35	38	2	34	5	3	5	6	0	0	0	0	0	0	0	0	0	0	0	0	2	48	7	7	1	0	3	24	2	3	5	10	18	111	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_204	30	19	16	8	8	1	8	9	23	11	1	47	1	4	10	11	19	0	17	6	23	36	18	1	3	1	5	41	8	11	8	0	11	19	41	0	10	1	25	11	26	0	4	12	7	15	6	0	2	20	9	9	0	15	9	17	3	2	0	7	15	17	25	12	0	7	0	0
OTU_205	25	7	5	0	1	0	0	1	4	21	0	2	0	0	11	0	0	0	1	0	2	2	2	0	0	0	0	1	0	3	0	0	2	0	1	0	0	0	75	19	15	0	1	1	11	1	0	0	0	4	3	0	0	0	0	1	1	4	0	1	1	21	11	19	0	0	0	0
OTU_206	2	1	2	0	0	28	0	2	5	35	0	5	31	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	3	1	5
OTU_207	18	12	10	0	0	0	0	0	0	0	0	0	19	2	12	21	36	1	1	17	20	1	9	8	3	6	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_208	0	0	13	0	1	79	0	0	0	0	0	0	0	0	0	3	126	0	4	129	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	1	1	30	0	0	5	0	7	2	0	8	2	176	60	19	87	26	10	151	0	0	0	0	0	0
OTU_209	0	0	0	0	17	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	73	0	13	102	35	12	30	2	77	22	235	11	12	53	64	184	133	36	140	37	53	106	0	0	0	0	0	0
OTU_210	0	0	0	0	0	0	0	0	0	32	0	3	50	5	17	14	93	0	9	149	22	16	32	9	6	10	7	12	2	10	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OTU_211	0	0	0	0	0	10	5	24	23	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	30	16	24	18	0	13	30	36	24	14	16	16	11	28	21	11	1	17	2	3
OTU_212	1	32	4	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	1	12	0	7	0	4	28	24	0	0	0	1	0	13	0	4	19	0	0	16	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_213	13	71	22	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	22	5	6	18	76	3	8	0	1	6	9	2	6	0	44	29	151	0	0	0	4	27	48	0	1	19	10	4	62	0	14	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214	9	1	1	0	1	5	0	2	3	15	0	0	4	0	2	3	3	0	1	3	3	3	1	8	1	0	10	6	4	5	3	4	3	6	2	0	6	0	9	2	2	0	1	1	2	4	1	5	1	14	2	0	0	1	2	0	0	4	1	1	1	5	5	5	0	1	0	0
OTU_215	0	0	0	0	0	0	17	2	24	0	0	28	1	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	35	0	0	3	0	4	0	0	8	0	227	4	1	27	0	1	5	66	1	7	0	0	11	0	0
OTU_216	2	1	3	3	2	0	9	0	0	0	1	3	1	4	3	5	2	0	0	3	3	3	1	0	0	6	6	5	5	2	13	2	1	16	0	2	29	3	5	1	4	0	7	5	0	2	0	3	2	1	0	6	0	16	5	0	3	1	0	3	3	0	10	1	1	1	0	0
OTU_217	9	32	78	1	16	91	4	173	68	65	0	9	39	11	222	34	80	0	25	85	85	3	40	213	43	56	13	2	9	39	5	33	70	15	23	0	2	17	19	203	25	0	6	23	71	28	5	7	4	38	43	21	0	22	15	145	52	133	215	30	18	127	21	42	0	15	1	0
OTU_218	1	70	2	0	11	2	0	1	69	0	0	0	1	10	3	70	3	0	11	0	0	1	7	3	36	1	0	0	7	0	11	0	1	3	5	0	0	0	2	1	43	0	0	1	0	0	47	0	19	0	0	7	0	3	17	0	8	1	1	77	10	0	3	1	0	28	0	0
OTU_219	0	0	0	0	0	0	8	1	8	0	0	15	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	2	7	0	19	35	1	1	12	0	17	0	2	43	0	29	10	2	13	8	11	20	7	5	18	0	1	12	0	0
OTU_220	1	84	24	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	1	3	37	3	7	0	0	0	8	1	4	1	23	11	50	0	0	0	0	17	19	0	7	24	2	1	36	1	47	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_221	0	16	0	1	28	2	0	0	40	0	0	2	0	17	0	22	0	0	23	0	0	9	30	1	22	1	0	0	15	0	22	0	1	46	61	0	0	0	1	0	71	0	14	31	0	0	50	0	28	1	1	1	0	17	16	0	16	0	0	17	38	1	37	0	0	13	0	0
OTU_222	5	0	6	0	2	0	0	2	0	1	0	3	0	0	3	0	4	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	1	1	2	0	1	0	8	3	1	0	0	2	1	1	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	3	0	0	0	0	0
OTU_223	2	13	41	0	6	33	0	53	11	19	0	2	20	1	18	0	0	0	0	0	0	0	0	25	19	57	13	0	5	32	5	9	50	7	2	0	0	8	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	26	91	105	31	15	36	6	16	0	10	0	1
OTU_224	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	14	0	10	22	0	39	26	0	3	0	6	28	9	0	20	2	0	4	32	3	1	5	0	37	12	0	1	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225	0	0	0	1	6	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	10	1	1	0	0	1	5	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	3	56	0
OTU_226	0	0	25	0	10	40	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	46	19	17	3	2	34	3	17	123	5	9	4	0	5	15	44	3	0	16	5	56	2	11	1	5	52	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_227	3	12	56	0	12	5	0	0	3	6	0	2	6	3	7	11	8	0	2	2	3	2	27	6	4	0	0	0	3	2	2	4	14	13	25	0	0	0	0	33	13	0	9	11	2	1	5	0	8	0	29	2	0	12	1	17	31	5	16	8	12	14	8	1	0	1	0	0
OTU_228	11	1	2	3	11	1	3	4	5	9	1	11	2	3	6	3	1	1	2	2	11	7	7	2	1	10	4	6	4	1	4	14	3	11	1	1	1	11	6	2	7	0	1	9	9	6	0	0	0	84	0	3	0	4	5	4	0	7	0	1	1	6	10	63	2	3	1	0
OTU_229	0	0	0	0	0	5	4	5	48	2	1	125	22	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	2	1	0	4	14	10	2	1	23	11	29	5	0	0	0	5	1	0
OTU_230	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	4	0	9	82	31	12	129	145	23	22	15	23	0	0	0	0	0
OTU_231	0	0	0	0	0	0	2	0	1	0	0	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	29	0	0	10	0	0	1	0	43	0	50	2	0	20	0	0	12	5	0	4	0	0	3	0	0
OTU_232	1	8	15	0	0	1	14	3	6	11	1	117	0	9	3	0	0	0	49	0	4	6	2	0	4	2	1	1	2	0	1	3	8	2	28	0	1	0	1	9	14	0	0	1	0	0	1	1	0	0	0	1	0	9	0	11	5	1	0	0	0	30	28	2	0	0	0	0
OTU_233	47	1	87	6	5	4	3	19	15	15	2	1	0	0	37	0	8	0	1	2	17	9	7	0	5	5	2	8	5	2	1	4	13	1	4	0	1	20	47	17	110	0	0	2	3	15	4	1	1	3	3	5	0	4	3	7	0	0	0	0	6	19	25	1	4	0	0	0
OTU_234	2	0	8	0	1	0	0	1	0	6	0	3	0	2	2	0	2	0	4	1	0	4	0	0	0	15	6	3	0	2	1	0	0	2	0	0	0	1	6	1	2	0	3	2	0	33	0	0	0	7	0	2	0	4	1	12	2	1	0	3	0	15	6	3	1	0	0	0
OTU_235	2	0	0	1	19	0	13	1	2	0	1	6	0	9	2	0	2	1	4	3	0	15	3	0	1	11	0	1	0	2	3	3	0	13	1	0	1	8	1	0	1	0	16	2	0	3	2	0	1	0	0	2	0	10	4	2	2	1	1	0	3	1	3	1	0	4	4	5
OTU_236	18	1	39	27	171	244	18	0	0	0	0	0	0	14	31	1	2	16	38	200	2	29	60	13	137	566	3	44	1	43	51	294	9	47	7	0	26	195	13	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_237	5	5	22	4	23	20	14	13	12	0	0	0	0	0	0	0	0	0	0	0	0	7	56	12	15	13	4	15	20	17	23	14	7	56	52	2	18	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_238	2	52	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	19	2	11	0	2	27	19	0	0	1	0	0	44	1	17	8	1	0	42	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_239	13	0	4	3	75	29	0	0	0	0	0	0	0	0	1	6	10	2	24	296	2	21	278	6	13	43	1	41	0	22	10	198	4	129	4	0	90	154	17	2	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_240	3	21	4	1	4	1	0	3	16	4	0	16	0	8	12	6	2	0	125	1	10	177	58	5	15	8	15	353	1	5	0	1	5	48	19	0	56	1	51	9	12	0	2	13	1	9	0	0	2	9	1	6	0	11	4	1	4	4	0	1	13	5	5	7	1	0	0	1
OTU_241	27	2	27	5	5	9	11	22	10	7	0	19	8	5	15	4	4	6	13	9	13	26	41	7	1	21	9	5	0	2	9	40	16	20	12	3	5	15	21	5	34	0	1	25	3	8	1	1	0	4	3	3	0	15	4	5	7	2	1	3	12	3	31	6	7	1	1	0
OTU_242	5	0	8	1	20	0	0	4	21	10	1	51	0	1	3	4	1	0	13	2	4	7	20	1	9	0	2	24	8	0	6	0	1	14	9	0	0	0	13	0	20	0	3	23	0	4	2	0	1	2	0	7	0	8	4	6	4	1	0	1	12	21	5	2	0	0	0	0
OTU_243	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	9	9	5	20	19	0	3	13	2	0	0	0	0	0
OTU_244	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	14	0	0	11	18	29	0	0	1	29	12	1	0	18	4	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_245	0	0	1	0	10	6	4	0	5	0	0	20	4	25	2	2	1	0	13	3	0	3	11	1	11	21	0	3	0	2	16	5	0	10	0	0	0	18	1	0	1	0	14	2	0	0	0	0	1	0	0	6	0	11	6	0	3	0	1	9	6	0	5	0	0	3	0	1
OTU_246	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	205	0	3	5	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_247	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	76	0	1	119	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_248	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	0	14	35	91	49	60	200	31	25	59	43	0	0	0	0	0
OTU_249	0	0	1	0	10	10	10	0	0	0	0	0	0	0	1	1	0	4	4	10	0	0	19	1	4	75	0	0	0	4	8	125	1	12	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_250	20	4	4	0	1	1	0	2	3	4	0	8	0	2	1	0	5	0	10	0	3	11	3	0	0	0	17	22	0	0	0	0	8	3	0	0	0	0	13	23	7	0	0	7	3	3	0	1	1	32	4	0	0	7	0	26	0	4	0	1	2	6	1	0	0	0	0	0
OTU_251	34	3	10	0	4	13	0	4	1	14	0	1	24	2	11	4	11	8	0	13	10	25	1	22	8	8	26	16	3	25	2	5	7	3	2	2	14	7	30	6	7	1	2	4	8	14	3	2	3	27	1	2	0	4	5	15	3	28	4	2	2	2	5	25	0	0	0	0
OTU_252	22	4	7	5	5	0	5	17	14	7	1	9	1	6	6	15	10	0	12	3	8	26	32	4	4	20	1	19	3	1	8	13	0	10	26	2	2	8	9	3	10	0	3	8	4	7	14	1	2	1	2	14	0	12	4	6	10	0	1	3	21	5	33	3	2	1	0	2
OTU_253	0	0	14	5	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	44	23	38	86	104	148	4	25	8	173	73	106	0	11	52	37	82	55	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_254	1	1	2	1	9	2	19	3	1	2	1	5	3	16	2	0	2	0	7	2	0	16	21	0	2	5	1	13	1	0	3	3	4	26	14	0	16	4	0	0	5	0	13	15	0	0	1	0	2	2	2	13	0	35	6	1	11	1	1	10	2	0	15	3	1	6	0	1
