#OTU ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK57	BRK58	BRK59	BRK60	BRK62	BRK65	BRK66	BRK67	BRK69	BRK70	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88
OTU_64	5	11	1	0	8	18	0	2	25	3	0	2	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	3	22	2	3	22	0	43	1	1	4	0	31	10	1	0	0	0	0	0	0	19	2	0	7	0	0
OTU_65	0	0	22	0	0	0	0	0	0	0	0	0	0	0	24	134	8	0	76	9	30	28	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_66	0	7	0	0	4	2	1	0	6	0	0	7	0	2	0	6	1	0	4	0	0	11	13	0	3	0	0	5	2	0	4	0	0	6	8	0	0	0	1	0	17	0	2	3	0	1	5	0	9	0	0	0	0	1	3	2	0	0	0	4	5	1	8	0	0	3	0	0
OTU_67	4	19	40	4	3	0	35	13	18	12	3	536	2	22	14	3	7	0	132	3	25	18	9	0	7	16	2	4	3	2	0	7	5	1	27	0	5	5	7	9	33	0	4	3	1	4	0	0	1	3	3	2	0	20	2	16	14	3	0	2	3	28	59	1	0	2	1	0
OTU_68	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	68	64
OTU_69	17	11	56	1	2	82	0	26	24	82	0	3	18	0	38	11	29	0	0	24	22	0	5	51	42	47	103	0	25	80	3	65	127	27	30	3	1	26	149	68	22	0	1	16	53	49	7	6	10	96	30	1	0	17	10	93	33	23	62	12	8	33	3	4	0	1	0	0
OTU_70	57	9	6	6	1	1	0	8	42	8	2	27	0	0	10	2	16	0	10	1	36	56	9	0	2	5	66	92	3	26	3	0	11	6	7	1	23	2	55	7	10	0	2	2	2	21	0	0	0	50	9	0	0	7	4	9	6	3	0	0	8	2	15	7	3	1	0	0
OTU_71	5	2	4	13	76	28	28	0	0	0	0	0	0	11	14	4	3	1	91	19	0	38	44	1	152	98	1	50	4	50	29	16	3	136	8	1	658	50	1	1	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_72	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	3	2	0	1	2	1	1	0	0	3	1	0	0	2	4	8	0	1	2	8	0	5	0	0	0	1	0	5	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_73	9	26	28	4	26	14	14	18	16	4	0	9	9	15	14	28	4	0	14	7	10	16	54	16	8	9	1	6	15	10	5	24	26	13	33	0	1	2	4	19	23	0	5	56	8	6	19	1	41	6	15	7	0	13	18	13	22	14	19	6	13	4	18	10	1	2	0	0
OTU_74	0	0	0	0	0	0	0	0	1	8	0	0	2	2	2	45	14	0	0	9	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	19	0	14	20	5	10	73	0	15	1	11	16	0	39	15	1	23	0	0	7	38	2	23	0	0	17	0	4
OTU_75	38	6	13	0	5	12	64	21	28	19	2	33	13	7	10	10	15	2	13	1	38	12	9	13	3	77	32	3	2	5	29	26	3	3	6	4	2	43	27	2	93	1	0	21	3	75	9	0	1	3	7	2	0	2	3	43	9	5	2	66	10	7	19	2	4	19	1	0
OTU_76	309	102	66	23	9	59	25	117	139	107	0	155	141	10	304	178	133	34	39	99	629	102	84	253	17	178	1273	23	252	345	50	41	177	164	67	441	62	101	990	75	79	23	61	66	284	106	25	361	39	1432	140	9	0	44	147	183	139	298	45	43	92	29	46	278	45	190	5	2
OTU_77	3	1	2	0	1	2	3	0	5	6	0	20	3	5	11	8	18	0	16	1	8	10	11	0	2	2	0	3	1	2	2	4	1	2	3	0	1	2	1	1	4	0	1	6	0	4	0	0	0	1	1	6	0	5	2	0	1	0	0	0	4	7	6	1	0	0	0	0
OTU_78	0	7	6	7	7	4	1	0	4	2	0	1	2	9	0	4	4	0	4	5	1	1	9	0	5	3	0	0	9	1	1	6	3	0	11	1	1	1	1	6	9	0	3	10	0	4	8	0	4	0	0	0	0	5	4	3	4	0	1	2	7	1	4	0	1	1	3	1
OTU_79	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	4	29	37	19	30	82	10	14	41	20	0	0	0	0	0
OTU_80	1	5	24	0	7	0	60	4	29	1	1	12	0	16	0	24	3	0	4	0	9	8	6	5	8	52	1	0	0	0	6	2	0	0	1	0	0	3	8	1	155	0	0	23	2	0	13	2	2	2	0	8	0	7	0	0	15	1	1	128	20	1	8	1	0	7	1	0
OTU_81	0	0	48	0	15	153	0	23	31	99	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	46	4	89	83	62	65	4	2	26	79	129	51	0	9	41	49	49	22	6	25	56	42	8	0	17	23	89	51	29	41	28	31	35	12	16	2	9	1	4
OTU_82	0	0	24	0	0	0	0	35	0	0	0	0	0	0	74	59	14	0	22	27	109	14	16	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	12	79	30	15	84	82	19	34	20	27	0	0	0	0	0
OTU_83	0	0	17	1	14	3	2	0	4	7	0	3	5	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	9	12	19	30	5	7	3	16	10	10	1	0	2	0	1
OTU_84	4	53	107	1	13	21	0	4	24	9	0	2	9	2	8	38	15	0	18	41	9	7	65	13	13	3	3	0	10	4	2	8	41	13	54	0	0	6	3	101	51	0	2	21	17	8	30	1	38	2	82	0	0	21	10	23	45	4	7	10	19	12	9	6	0	1	0	0
OTU_85	5	52	143	0	25	94	3	55	24	38	3	9	27	20	49	42	4	3	22	20	34	2	86	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	43	0	18	169	28	1	55	16	89	15	101	2	1	40	70	41	102	27	84	23	74	16	14	33	0	6	0	1
OTU_86	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	40	80	32	0	3	28	80	7	60	1	5	43	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_87	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25	8	42	2	13	28	5	29	69	34	29	1	0	15	64	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_88	210	59	24	13	109	4	11	40	95	37	6	273	4	17	70	18	50	4	128	3	39	133	277	3	28	15	31	101	33	12	48	6	106	105	24	0	25	9	500	25	130	0	2	238	43	135	7	0	2	38	3	21	0	38	25	237	33	13	0	14	86	229	56	6	8	2	0	1
OTU_89	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	4	7	7	4	5	19	2	6	19	6	0	0	0	0	0
OTU_90	0	1	16	0	0	3	2	3	0	0	0	2	1	1	1	0	3	1	4	0	3	1	0	2	0	15	0	0	0	0	0	2	1	0	0	0	0	0	2	7	1	0	0	1	1	1	0	8	0	16	0	1	0	0	0	1	0	1	5	2	0	0	3	59	3	0	0	0
OTU_91	31	17	16	0	0	0	0	0	0	0	0	0	10	3	21	27	30	0	4	31	14	8	14	11	7	2	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	133	67	16	9	3	2	1	24	148	31	2	44	3	10	106	13	184	1	132	9	53	406	20	4	37	10	195	676	10	170	8	5	110	31	19	0	123	8	304	33	16	0	6	30	27	12	5	4	0	140	14	1	0	9	9	28	2	13	1	4	6	25	9	23	1	1	0	0
OTU_93	3	0	0	0	0	0	0	0	0	1	0	4	0	0	2	0	7	2	0	0	18	7	4	0	0	0	3	4	0	0	0	0	6	0	0	0	0	3	4	3	0	0	0	5	0	0	0	1	0	2	4	0	0	0	0	1	0	0	11	0	0	0	2	1	0	0	0	0
OTU_94	0	0	0	0	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	30	0	0	15	39	49	9	3	7	65	20	1	0	14	7	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_95	0	0	0	0	0	4	12	1	1	1	0	0	7	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	35	0	1	7	2	7	0	0	87	0	50	5	2	16	0	1	22	1	3	13	0	0	15	0	0
OTU_96	0	0	0	0	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	15	0	2	19	68	10	4	6	5	64	53	3	0	19	13	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97	3	696	11	92	163	3	16	0	1010	7	1	4	6	99	4	920	11	1	240	5	4	4	39	8	354	19	2	3	196	2	467	4	1	7	48	0	0	4	5	4	771	0	11	59	2	7	953	1	260	1	7	186	1	26	167	3	104	0	2	1303	166	3	38	2	1	593	1	1
OTU_98	2	0	2	0	2	1	1	6	2	1	0	8	0	1	1	1	2	0	32	1	2	8	13	1	6	2	1	7	3	4	1	1	9	8	8	0	0	1	1	4	5	0	0	2	0	0	0	0	0	3	0	1	0	1	0	4	1	0	0	0	0	0	4	0	0	0	0	0
OTU_99	0	2	1	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21	3	1	1	0	0	68	1	0	2	0	0	4	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_100	21	6	10	0	5	0	0	5	9	1	2	16	0	1	19	1	7	3	12	2	8	24	7	2	1	0	3	7	1	4	1	1	24	7	2	0	1	2	48	5	6	0	0	4	4	10	0	0	0	8	0	0	0	3	1	3	2	2	0	1	1	4	10	1	0	0	0	0
OTU_101	0	0	0	0	0	1	1	12	24	54	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	46	3	0	12	22	48	85	20	22	19	47	31	17	13	0	11	3	2
OTU_102	8	9	18	0	8	6	0	5	4	35	0	0	14	2	4	8	144	0	3	17	13	3	14	14	1	2	4	4	2	8	1	4	15	7	14	0	0	7	38	20	8	0	3	1	6	1	4	0	2	7	26	0	0	4	7	24	16	1	7	5	9	42	4	6	0	0	0	0
OTU_103	63	43	9	0	0	0	0	0	0	0	0	0	9	5	37	156	61	1	14	25	65	133	159	13	25	11	50	102	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_104	3	0	0	0	17	4	12	2	2	0	0	1	0	2	1	0	0	0	7	0	0	3	2	0	6	17	0	8	1	14	9	3	3	43	4	0	51	27	0	2	11	0	55	16	0	2	29	1	10	0	0	35	0	30	4	3	10	5	8	29	18	1	12	4	0	14	0	0
OTU_105	6	6	3	0	0	0	0	0	0	0	0	0	30	6	22	18	46	0	0	96	4	1	16	18	4	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_106	11	2	15	1	6	8	1	30	9	54	0	9	8	4	5	4	5	3	7	15	17	6	6	29	2	15	3	1	9	3	3	94	8	3	3	3	1	9	21	4	10	0	2	10	0	7	2	0	1	4	1	4	0	5	8	9	3	5	6	1	4	8	8	2	3	0	1	1
OTU_107	0	6	7	1	6	1	0	2	2	0	1	0	0	0	0	4	1	0	0	2	0	0	5	1	0	0	0	0	10	0	1	3	3	0	5	0	0	0	0	3	4	0	2	1	0	0	4	1	3	0	10	1	0	3	18	1	2	0	1	2	7	0	4	0	0	2	4	4
OTU_108	0	1	1	0	1	0	1	0	0	3	0	0	1	1	0	2	0	0	0	0	0	0	6	0	0	0	0	0	11	0	2	6	0	14	6	0	0	0	0	1	2	0	6	14	1	15	10	5	6	2	8	4	0	2	0	0	7	0	0	1	0	1	0	0	1	1	1	0
OTU_109	38	2	11	5	12	7	1	7	12	17	1	9	9	2	10	4	14	7	3	12	12	29	13	5	6	5	12	71	3	17	6	12	6	24	8	1	4	8	42	15	4	0	3	18	1	13	1	0	0	15	0	2	0	9	6	15	9	11	3	2	8	8	11	15	2	1	1	0
OTU_110	11	202	0	0	0	0	0	46	55	35	0	4	63	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	24	5	3
OTU_111	3	5	6	0	2	0	0	3	3	6	0	0	2	0	2	2	13	0	1	1	7	2	0	7	0	0	1	3	0	1	0	1	3	1	0	0	0	0	7	8	2	0	0	0	2	0	1	0	0	0	11	1	0	0	2	2	4	0	5	2	1	9	1	2	0	0	0	0
OTU_112	0	0	0	0	0	0	0	0	0	15	0	0	25	2	0	0	80	0	0	29	2	0	4	0	0	4	1	1	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	273
OTU_113	14	10	18	0	8	7	0	4	5	32	0	0	4	3	9	10	97	0	6	7	11	0	8	3	4	0	0	5	1	1	2	0	6	10	17	0	1	5	10	18	7	0	1	6	4	2	9	0	8	3	33	0	0	8	12	24	21	12	13	4	2	23	0	3	0	1	0	0
OTU_114	0	1	1	0	1	2	0	0	0	0	0	1	0	4	0	1	1	0	2	1	0	2	2	1	0	3	0	0	1	11	0	13	0	2	1	0	2	1	0	0	4	3	4	3	0	1	0	0	0	0	0	1	1	2	3	2	1	1	0	1	0	0	2	1	0	1	0	0
OTU_115	0	0	37	0	0	0	0	0	0	0	0	0	0	0	11	8	58	0	9	16	4	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_116	0	0	1	0	19	7	0	0	0	0	0	0	0	0	0	3	0	1	21	17	2	10	1	1	32	10	0	9	0	6	7	5	0	12	0	0	11	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	23	3	19	28	479	157	275	7	65	2	3	62	13	252	62	59	12	8	514	127	3	121	314	11	471	181	5	33	23	100	150	73	15	331	92	0	98	155	8	3	53	0	244	131	3	5	75	1	22	1	3	92	0	111	17	4	44	17	27	107	92	10	61	13	4	61	0	0
OTU_118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	211	229
OTU_119	0	0	9	11	8	2	0	3	5	0	1	2	1	7	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	79	0	12	4	1	1	10	2	7	8	0	15	0	0
OTU_120	0	0	8	0	4	0	0	0	2	0	0	0	0	4	0	1	0	0	2	0	0	1	6	0	0	0	0	0	7	1	0	0	0	0	8	0	0	0	0	1	1	0	0	9	0	0	6	0	12	0	5	0	0	2	11	0	3	0	2	0	2	0	1	0	0	0	0	0
OTU_121	0	0	10	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	22	8	3	5	22	1	4	27	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_122	0	0	0	0	0	0	0	0	0	20	0	1	29	6	1	0	39	0	2	54	1	1	3	0	2	2	0	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_123	0	1	7	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	1	1	0	0	1	0	0	0	2	0	5	0	0	0	0	3	1	0	0	6	1	0	2	0	4	0	0	1	0	3	5	0	1	0	0	0	2	0	0	1	0	1	0	0
OTU_124	1	13	0	0	11	0	0	0	23	3	0	1	0	10	0	21	0	0	9	3	1	2	20	0	9	0	0	0	5	0	5	0	2	6	19	0	0	0	1	0	11	0	5	4	0	1	13	0	11	0	0	1	0	5	11	1	7	1	0	17	13	1	19	0	0	14	1	0
OTU_125	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	2	57	0	1	0	0	20	11	0	3	0	0	1	1	0	28	3	0	8	1	0	8	0	0	3	0	3	0	0	14	0	0	0	0	0	1	0	1	0	0	0
OTU_126	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	22	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	47
OTU_127	0	0	2	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	13	24	9	3	0	0	4	10	17	2	0	1	8	22	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_128	6	1	6	0	0	7	0	6	1	6	0	0	3	0	0	2	1	0	2	0	10	0	1	5	2	1	4	1	0	0	1	3	1	1	0	0	0	2	5	2	2	0	0	1	3	11	1	0	1	2	0	3	0	0	0	12	0	3	1	3	1	6	2	0	1	0	0	0
OTU_129	0	4	18	1	5	6	10	3	4	5	0	2	6	4	3	2	2	0	1	4	4	11	5	2	3	5	7	4	2	6	5	12	8	12	4	0	12	3	1	8	5	0	8	16	1	3	4	4	4	3	5	3	0	15	4	6	5	4	12	11	4	2	7	1	0	2	0	1
OTU_130	0	0	0	0	0	4	5	0	0	0	0	0	4	6	0	0	0	0	2	3	0	0	0	0	0	7	0	0	0	1	6	0	0	1	0	0	8	4	0	0	0	0	7	5	0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	1	0	0	1	2	0	3	1	0
OTU_131	0	0	0	0	0	0	1	34	23	9	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	40	13	5	0	15	15	16	18	40	23	5	16	24	12	26	0	19	0	0
OTU_132	7	7	8	2	65	14	9	0	12	0	0	8	2	8	7	6	1	20	10	13	5	9	9	4	11	153	2	6	6	4	22	5	6	13	11	0	16	55	3	6	2	0	27	6	1	1	5	1	7	1	12	1	0	21	10	2	9	5	4	0	17	1	2	1	0	12	12	8
OTU_133	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	2	3	0	8	1	1	0	2	1	3	0	0	0	10	7	12	0	0	0	0	10	7	0	3	7	1	2	5	0	7	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_134	1	9	11	0	9	1	0	0	3	3	0	0	4	3	1	3	0	0	4	2	0	4	13	2	1	1	0	0	4	0	0	2	5	0	7	0	0	0	0	4	1	0	2	12	1	1	6	0	23	1	9	2	0	2	4	4	9	0	4	1	9	1	3	1	0	2	0	0
OTU_135	3	0	0	2	10	1	5	0	0	0	1	4	0	4	3	0	1	1	2	3	0	3	5	0	2	0	0	3	0	0	1	0	1	11	3	0	1	1	1	1	1	0	8	6	0	0	1	0	0	0	0	3	0	4	3	1	1	1	0	1	7	0	1	0	0	0	2	2
OTU_136	0	0	0	0	0	15	0	0	0	51	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	2	0	0
OTU_137	1	33	24	0	1	1	0	6	10	1	0	0	4	2	4	18	0	0	1	2	2	3	19	4	5	0	1	0	3	1	0	6	34	19	36	0	0	0	1	21	17	0	1	3	12	4	10	0	11	1	24	0	0	10	9	11	24	13	8	1	14	7	1	5	0	2	1	0
OTU_138	1	1	0	0	142	13	5	0	0	0	0	0	0	188	1	31	0	0	200	16	1	13	69	2	460	41	0	9	0	16	97	17	2	45	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	0	4	3	102	88	87	4	58	0	0	90	23	91	11	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	39	15	11	28	3	28	51	52	7	54	7	3	33	0	3
OTU_140	0	0	0	0	0	0	3	0	17	1	0	20	2	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	2	0	50	22	0	2	9	0	8	0	0	46	0	38	11	0	14	1	5	27	14	0	5	0	0	19	0	0
OTU_141	0	0	0	0	0	2	0	5	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	9	0	1	1	18	10	2	10	5	2	11	4	1	0	2	2	1
OTU_142	0	1	0	1	7	6	4	1	6	0	0	8	4	0	2	2	0	0	6	0	0	6	3	0	6	8	0	6	1	2	3	0	1	1	5	0	11	6	3	2	1	0	4	0	1	1	1	0	0	0	1	3	0	2	0	1	0	0	0	0	2	0	0	0	0	4	0	0
OTU_143	1	0	0	0	9	2	1	0	5	0	0	14	2	1	2	0	3	0	2	2	0	0	0	0	11	27	0	0	1	4	4	7	1	1	0	0	1	12	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	2	3	0	1	1	0	0	0	0
OTU_144	62	24	6	4	38	6	7	22	25	17	1	18	5	3	33	22	12	1	47	14	26	132	47	9	9	3	15	269	8	12	7	6	31	73	57	2	27	5	123	24	40	0	11	33	14	26	11	2	2	28	4	23	0	31	20	12	14	10	4	6	37	20	25	8	3	4	0	0
OTU_145	22	10	14	0	0	19	2	13	13	241	0	0	72	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	56	3	2	4	2
OTU_146	65	16	9	1	16	4	0	6	11	21	1	16	1	2	14	7	8	0	15	6	7	54	27	3	11	3	8	119	6	18	6	2	13	54	22	0	16	1	27	15	13	0	3	21	2	34	6	0	0	22	2	9	0	23	8	9	5	10	0	3	40	12	13	17	4	1	0	0
OTU_147	0	0	0	0	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	64	0	2	27	7	78	28	1	7	11	33	7	0	29	8	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_148	624	450	7060	204	246	6372	272	2591	911	6349	29	837	2820	149	5865	733	5110	326	707	2802	2775	136	988	3816	909	2632	2122	27	1323	2363	211	1972	1816	517	960	865	58	1273	2707	4598	1431	81	131	1370	1564	2739	355	1942	299	3213	2726	100	14	882	425	8175	2833	4254	7944	879	612	4336	544	2822	630	354	18	10
OTU_149	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	1	1	3	24	0	6	0	0	1	11	0	0	1	0	14	26	0	0	1	0	1	19	0	4	8	0	0	18	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_150	0	0	51	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	15	4	2	22	11	0	192	36	13	61	1	0	58	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_151	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	9	5	5	16	36	5	4	10	2	0	0	0	0	0
OTU_152	8	3	6	1	13	0	3	3	13	0	0	0	0	0	0	0	0	0	0	0	0	12	45	0	4	2	9	30	23	4	48	22	7	17	56	0	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_153	0	2	2	0	1	1	0	4	5	0	0	2	1	0	0	0	1	0	3	0	6	1	2	0	1	1	1	1	3	0	2	2	4	1	4	0	0	1	0	0	7	0	1	5	1	0	2	0	0	0	0	1	0	4	1	0	1	0	2	1	1	0	7	1	0	0	1	0
OTU_154	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	6	36	8	6	5	0	0	0	0	0	0
OTU_155	1	0	16	0	0	40	0	0	2	95	0	0	61	3	0	1	58	0	0	96	0	1	9	0	1	3	0	0	2	0	0	61	0	2	19	0	0	19	5	4	8	0	0	6	1	53	4	0	4	0	2	8	0	3	1	30	2	0	4	0	0	15	14	0	2	5	0	0
OTU_156	0	0	0	0	0	27	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	10	19	120	20	0	13	10	88	6	15	3	7	46	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_157	0	0	0	0	2	3	0	1	20	10	0	6	4	14	12	12	1	1	5	3	22	9	11	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	43	4	1	0	5	37	2	8	11	3	9	15	1	22	5	0	35	0	0
OTU_158	0	0	0	0	0	0	29	1	11	0	4	4	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	11	0	39	90	1	3	18	2	4	1	3	16	0	22	8	2	12	4	2	21	8	2	22	2	0	15	0	0
