OTU_ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK16	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96
OTU_1	1	1	0	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1	5	5	1	1	3	0	0	0	0	0	1	1	1	1	0	5	1	2	1	4	4	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	3	4	5	0	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	6	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	57	52	45	41	53	40	53	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4	4	3	3	4	6	3	5	7	0	0	0	1	0	0	0	0	19	11	17	14	7	10	15	9	3	3	1	6	2	3	2	1	4	3	1	7	1	4	2	8	16	18	9	10	10	13	10	19	1	3	6	4	5	5	4	2	6	3	8	12	4	8	9	5	8	2	14	11	15	10	12	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	28	19	18	7	40	11	26
OTU_6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	2	5	3	4	4	6	9	4	0	0	0	0	0	0	0	2	7	6	8	7	4	6	4	7	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	18	8	16	20	11	12	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7	0	0	0	0	1	0	0	1	4	7	4	6	6	3	1	2	3	2	0	0	0	1	0	0	1	2	5	4	5	2	4	4	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	2	1	1	7	2	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8	2015	2616	2751	2711	2265	2607	2236	2741	203	245	250	311	327	243	239	241	1031	1052	950	804	948	948	910	850	9219	8939	11653	12178	11740	12732	10589	11294	1466	2456	697	2134	1816	2555	2600	2729	4219	3717	4409	3997	3663	3706	2819	4459	1444	1932	1452	1591	1467	1990	1814	1381	1047	1208	1636	1411	1182	1424	1077	1424	8689	5671	7384	8785	11377	11222	9709	10712	12	76	16	33	9	15	53	154	109	95	125	98	134	94	153	19	41	39	25	23	29	29	50
OTU_9	0	0	0	0	0	0	0	0	8	8	8	22	30	8	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	3	2	3	3	1	1	5	2	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	4	3	4	6	0	0	0	5	5	1	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	5	8	7	9	3	13	0	0	0	0	0	0	0	0
OTU_11	0	1	1	1	0	0	1	0	1	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	5	9	8	4	11	0	0	0	0	0	0	0	1
OTU_12	0	0	0	0	0	1	0	0	4	2	4	5	8	2	2	3	2	0	2	0	1	1	1	2	22	14	26	18	18	12	12	13	50	55	29	38	49	65	63	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	20	11	18	24	16	22	19	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_13	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	6	12	9	6	6	7	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	3	2	2	4	2	4	6	2	4	3	6	6	3	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_14	11	9	14	15	7	11	10	13	0	0	0	0	0	0	0	0	45	41	50	33	49	34	42	42	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	13	7	9	10	9	9	4	3	5	7	8	4	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	10	11	14	23	21	8	16	16	12	22	18	31	26	19	13	16	43	30	40	26	33	34	41	35	1	0	3	0	0	1	0	2	41	70	14	65	57	80	55	58	158	140	178	142	164	128	116	137	46	48	33	44	45	41	45	40	28	44	44	53	30	40	22	40	1	0	0	1	2	0	1	0	2	20	3	4	0	1	6	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_16	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	1	0	19	12	9	8	11	9	11	9	8	10	8	12	8	10	8	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_17	0	3	3	1	1	0	0	1	0	0	0	1	1	0	0	0	17	13	8	21	13	14	22	17	7	4	8	8	8	6	11	4	0	0	0	1	0	0	0	0	2	4	5	2	2	6	5	3	3	2	7	3	7	2	1	1	5	4	2	3	2	3	1	0	5	0	1	0	1	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18	0	2	3	5	1	4	1	4	11	17	21	9	14	12	7	10	44	47	42	41	47	43	32	54	0	0	3	1	5	2	2	5	1	1	0	1	0	2	0	2	3	2	1	1	2	1	0	5	4	16	2	10	10	14	8	9	13	7	12	12	12	10	14	9	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	4	4	2	3	2	2	1	6	0	0	1	0	0	0	1	1
OTU_19	0	0	0	0	0	0	0	0	1	3	5	1	6	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0
OTU_20	6	6	3	7	7	4	3	6	0	0	0	0	0	0	0	0	1	1	1	0	2	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	4	3	1	5	2	0	0	1	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21	41	36	62	59	41	45	29	44	82	70	81	99	130	87	63	69	99	81	83	82	86	79	75	61	6	12	9	11	18	14	10	19	0	0	0	0	1	1	1	0	73	65	79	71	67	63	44	79	145	153	139	127	143	144	140	124	31	44	65	41	46	43	52	56	1	5	2	3	3	6	3	6	0	0	0	0	0	0	1	0	2	1	1	1	1	1	0	2	4	2	3	2	6	3	2
OTU_22	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	64	78	47	50	45	52	32	98	0	0	0	0	0	1	1	0
OTU_23	0	0	0	0	0	2	0	0	4	4	5	1	3	5	4	5	0	1	0	1	1	2	3	1	2	0	2	1	2	1	0	0	1	1	0	0	1	1	1	4	3	2	1	1	2	1	1	5	0	1	0	0	0	0	0	1	1	0	4	3	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24	91	82	120	103	103	90	62	88	0	0	0	0	1	1	3	1	129	106	126	96	135	98	149	104	14	9	5	8	6	8	9	6	207	250	137	202	234	225	216	277	187	183	166	143	187	137	171	191	18	20	16	16	20	15	30	10	22	10	22	13	16	8	10	10	5	10	3	13	17	21	7	10	6	15	4	3	5	3	4	1	0	3	0	0	0	2	0	0	3	2	0	0	0	0	2
OTU_25	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	1	2	4	1	4	5	10	3	3	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	2	2	4	1	92	102	129	108	87	117	105	111	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	5	2	1	0	0	0	0	1	0	1	0	1	2	1	0	0	1	0	3	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28	0	0	0	0	0	0	0	0	4	0	5	8	6	2	2	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	2	1	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29	1	0	0	1	0	0	0	0	1	3	2	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	255	189	229	163	179	137	219	152	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1
OTU_30	0	0	0	0	0	1	0	0	7	3	4	7	3	3	2	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	31	27	23	10	32	22	20	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	2	0	2	1	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33	14	11	17	16	27	8	16	15	0	0	1	0	2	0	0	0	51	46	45	27	40	41	38	32	0	0	0	0	0	0	0	0	1	4	0	2	1	0	1	2	1	2	0	0	2	1	1	1	18	13	9	9	11	13	9	11	8	6	9	12	10	11	6	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	2	4	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	6	10	2	0	12	5	5	7	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	5	7	6	4	2	10	0	0	0	0	0	0	0	0
OTU_37	9	10	13	7	7	5	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_38	1	0	2	0	0	2	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	4	26	24	38	32	42	34	33	29	0	0	0	0	0	1	0	0	1	0	2	1	0	0	1	1	0	0	2	1	1	0	0	0	0	0	1	1	0	1	0	0	280	151	238	334	311	308	324	259	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	0	1
OTU_39	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	4	5	4	2	5	2	5	8	0	0	0	0	0	0	0	0	3	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	4	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
OTU_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	10	4	9	10	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	36	67	44	46	45	45	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_42	0	0	0	0	0	0	0	0	38	70	78	43	59	53	55	46	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	13	18	13	21	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	12	3	9	7	18	14	1	1	1	1	3	1	0	3	0	0	0	0	0	0	0	0	1	1	2	1	3	0	0	1	0	0	0	0	3	1	0	2	1	1	0	1	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	5	4	8	4	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_46	1	3	4	8	3	4	5	3	0	0	0	0	0	0	0	0	1	2	3	1	1	2	3	1	5	4	1	0	2	1	1	3	0	0	0	1	1	2	0	1	5	4	5	5	2	4	7	4	2	4	3	3	3	3	1	2	1	0	4	3	3	3	2	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_47	5	24	9	25	8	21	20	24	1	3	1	2	1	1	3	1	4	5	11	1	7	5	2	7	0	6	9	3	9	7	3	4	5	21	0	23	11	18	37	34	4	1	2	2	2	2	0	8	3	11	2	5	3	10	6	5	1	3	5	3	3	2	4	2	11	11	12	20	36	26	28	43	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1
OTU_48	2	4	6	8	6	3	5	4	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	3	3	6	0	1	1	0	0	0	0	0	0	2	1	2	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	31	17	25	30	30	17	2	7	5	5	8	8	8	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_50	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	19	20	17	21	40	29	17	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_51	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	71	66	67	63	53	69	74	61	3	4	3	6	1	1	2	2	0	0	0	1	4	3	3	0	2	0	5	2	5	4	2	0	1	0	0	1	0	0	0	0	2	0	1	0	1	1	1	1	1	0	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_52	1	1	0	2	2	0	1	2	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	1	1	0	0	0	0	0	0	0	0	2	0	2	5	1	0	1	1	1	0	0	1	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	4	6	3	3	3	1	1	2	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	6	4	2	3	2	1	4	0	1	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	1	2	1	1	0	0	0	0	0	0	0	0
OTU_55	0	0	0	0	0	0	0	0	1	7	6	1	1	3	2	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_56	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	1	2	0	4	4	0	1	1	1	2	1	5	10	6	1	3	4	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	2	4	1	0	1	0	2	1	0	1	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_57	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	1	2	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	0	1	1	3	1	2	0	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	9	4	3	4	4	5	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_59	0	0	1	2	0	1	0	0	1	0	1	3	2	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	2	2	1	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	5	4	2	0	2	2	0	2	0	2	0	2	0	1	0	0
OTU_60	4	1	4	1	1	9	3	1	0	0	0	0	0	0	0	0	2	2	1	2	4	1	3	1	0	0	0	1	1	0	1	3	1	1	0	0	0	2	1	0	3	4	2	4	3	4	4	6	8	6	5	3	4	7	5	2	3	6	11	8	5	4	8	4	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_61	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	7	4	5	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_62	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	34	36	25	26	32	39	35	1	1	1	1	0	2	1	0	0	0	0	1	0	2	0	0	1	2	0	3	1	2	1	1	1	3	1	0	2	1	3	2	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	5	18	8	12	9	12	15	16	0	0	0	0	0	0	0	0	5	6	6	5	12	14	8	9	0	2	1	0	1	0	0	0	1	22	0	14	7	26	14	15	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	2	1	0	0	1	0	2	1	1	1	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_64	2	0	0	0	0	0	0	1	3	12	5	11	9	6	3	6	14	17	15	10	17	14	7	8	1	2	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	5	3	4	4	6	6	2	3	4	1	0	5	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
OTU_65	29	31	59	32	34	25	26	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	4	3	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_66	85	267	160	223	176	275	264	260	21	44	35	40	50	30	43	21	0	3	0	0	1	2	0	0	14	21	47	34	33	16	35	28	1	3	1	3	6	2	1	7	2	1	0	3	1	1	1	3	17	61	34	30	33	46	44	32	4	5	3	3	3	4	1	2	333	320	375	301	691	784	546	749	0	1	0	1	0	0	0	5	0	1	0	1	2	1	1	1	1	0	0	0	0	1	0
OTU_67	1	3	4	2	3	5	6	2	2	1	1	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	83	0	58	35	101	89	122	4	6	12	9	3	12	2	13	2	11	0	2	4	10	2	1	0	4	2	2	1	1	0	3	0	1	0	0	1	2	3	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_68	1	0	0	0	1	1	2	0	2	6	5	2	6	6	5	2	52	44	33	28	30	24	25	41	0	7	3	5	6	3	5	3	1	0	0	0	1	1	0	0	2	1	1	0	0	1	0	2	0	2	0	2	2	1	1	3	1	7	4	7	5	6	10	6	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0
