OTU_ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK16	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96
OTU_749	0	1	0	0	0	0	0	0	5	10	12	7	7	9	4	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_750	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	3	2	2	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	4	1	2	3	3	4	1	0	3	6	2	4	4	1	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_751	17	8	8	8	9	8	6	7	0	0	1	1	0	1	0	1	13	12	10	5	10	3	12	7	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	76	88	63	66	92	46	70	50	44	30	32	25	27	14	32	29	19	20	25	14	19	16	11	15	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
OTU_752	2	5	4	3	6	3	3	4	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	2	2	1	1	1	2	4	0	0	0	0	0	0	0	0	2	2	1	2	2	1	0	4	27	27	17	21	21	26	32	18	13	15	26	34	20	16	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_753	5	9	11	14	9	18	14	22	1	2	2	2	1	2	1	3	385	401	329	252	317	256	327	319	5	5	5	6	7	5	4	5	3	13	0	5	8	21	22	17	12	9	10	17	8	10	9	13	12	42	28	34	24	37	47	53	18	16	29	36	21	20	32	21	3	1	3	3	4	10	4	3	0	2	0	0	0	0	0	1	2	4	1	3	2	3	5	2	4	0	0	1	0	1	1
OTU_754	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	4	9	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
OTU_755	140	78	170	99	128	83	49	75	0	1	0	0	0	1	0	0	12	4	8	2	10	4	12	10	3	2	7	2	5	3	5	1	50	23	31	47	52	44	37	44	47	75	46	42	69	31	62	32	40	24	26	13	27	24	27	35	20	16	30	24	18	13	21	13	5	0	4	4	3	3	5	4	0	2	0	0	0	0	3	1	0	0	0	1	2	0	1	2	0	2	0	2	0	0	1
OTU_756	0	0	0	0	0	0	0	0	6	14	13	12	11	6	2	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_757	1	0	0	0	0	0	0	0	50	60	74	64	59	48	55	50	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
OTU_758	0	0	0	0	0	0	0	0	19	21	28	45	40	24	13	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_759	0	0	0	0	0	0	0	0	17	30	35	31	32	27	20	24	0	1	0	0	0	0	0	0	0	1	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_760	0	0	0	0	0	0	0	0	12	22	27	19	16	21	14	19	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_761	4	9	7	8	2	3	5	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	5	2	2	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	5	3	4	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_762	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	9	3	5	5	4	5	5	2	1	1	0	0	1	0	1	1	1	2	2	1	3	2	4	0	8	3	2	1	2	2	6	3	3	2	5	5	1	3	5	5	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	1	1	5	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_764	0	0	0	0	0	0	0	0	5	12	10	5	8	11	5	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_765	0	0	0	0	0	0	1	1	0	4	1	0	1	1	0	1	11	9	13	12	12	10	15	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_766	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	2	3	1	6	0	0	0	0	0	0	0	0
OTU_767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	3	3	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	1	2	2	1	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_768	21	71	29	79	46	99	82	90	17	36	33	20	35	13	21	28	2	7	0	1	2	3	1	4	13	19	27	21	16	20	16	20	6	38	1	26	12	47	52	59	18	7	20	10	14	16	5	28	9	46	16	32	24	38	26	30	5	8	10	4	9	11	12	11	49	59	60	49	94	96	75	122	0	0	0	0	0	0	0	4	4	3	3	2	2	1	1	0	0	1	0	0	0	0	1
OTU_769	0	0	1	0	0	0	0	0	269	267	321	427	461	284	210	221	0	0	0	0	0	0	0	2	0	1	1	0	1	0	1	2	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	0	115	99	83	85	76	74	99	56	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	2	0
OTU_770	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	388	278	328	336	304	339	350	393	0	0	2	0	0	0	0	2
OTU_771	1	0	0	1	1	0	1	1	1	2	1	4	3	2	4	5	25	23	24	17	31	17	28	20	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	7	4	2	7	2	7	0	0	2	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_772	1	2	0	0	0	5	2	2	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_773	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	3	3	5	2	4	2	0	0	3	1	1	5	2	1	2	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	2	10	7	11	13	4	5	7	7	6	5	2	8	1	2	3	8	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	128	134	128	130	116	123	128	149	0	0	0	0	0	0	0	0
OTU_774	24	16	22	20	13	16	17	19	0	0	0	1	0	0	0	1	14	14	21	10	12	21	10	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	8	6	7	4	7	5	8	11	4	2	3	2	1	3	2	2	1	3	3	0	4	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_775	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	8	5	0	2	6	6	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_776	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	5	0	2	4	2	3	2	1	0	1	3	0	0	0	2	1	0	0	0	0	0	0	0	0	3	2	1	2	1	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	13	7	16	7	15	9	4	21	12	11	13	13	9	18	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_778	0	0	0	0	0	0	0	0	74	85	71	78	92	69	63	53	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	3	2	4	4	1	0	0	0	0	0	0	0	0
OTU_779	1	1	1	1	0	1	3	1	0	0	0	0	0	1	0	0	64	82	58	56	64	58	55	52	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	2	0	2	0	0	1	1	1	0	0	2	1	0	3	1	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_780	2	3	3	4	0	1	3	3	0	1	0	0	0	0	0	0	6	2	0	2	4	1	3	5	3	2	3	1	0	1	1	1	0	2	2	1	3	0	2	3	2	7	7	4	2	1	3	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	9	1	4	5	7	6	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	2	1	2	1	3	2	3	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_782	0	2	1	1	0	2	4	2	8	4	17	18	27	7	11	14	7	9	13	9	6	8	8	8	22	22	22	29	24	26	21	13	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	8	9	9	5	6	6	15	7	4	5	4	0	2	3	4	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_783	2	3	2	2	0	6	2	0	0	0	0	0	0	0	0	0	44	47	51	46	42	46	47	33	0	1	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	4	3	1	3	1	2	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_784	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	296	298	345	302	295	292	391	230	1	0	0	1	0	0	0	0	7	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_785	0	0	0	0	0	0	0	0	2	2	1	1	2	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	6	8	10	12	12	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_786	2	6	3	3	2	10	6	4	7	6	8	12	9	3	6	6	9	9	4	4	6	8	2	4	4	3	4	4	6	4	3	6	1	7	2	4	4	3	7	4	8	5	5	3	5	2	4	7	2	5	7	5	6	12	7	5	2	2	7	8	5	8	0	8	5	4	6	3	8	12	6	8	0	1	1	0	1	2	2	4	2	4	3	4	4	10	6	4223	4382	3257	4243	3271	3729	3352	3603
OTU_787	0	0	2	0	1	1	0	3	0	0	0	0	0	0	1	0	2	4	9	7	6	2	6	3	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	4	1	3	2	4	2	2	0	0	0	0	0	1	1	2	2	2	1	3	2	0	0	2	2	2	0	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_788	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	4	0	1	2	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_789	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	5	0	2	1	1	8	7	8	9	10	7	8	7	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	2	2	0	3	6	3	1	0	2	2	0	1	0	1	3	0	0	5	1	4	8	2	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_790	0	0	0	0	0	0	1	0	42	59	52	54	53	44	43	41	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_791	1	2	2	2	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	16	9	10	4	6	5	7	8	1	3	7	3	4	0	2	5	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OTU_792	0	0	0	0	0	0	0	0	3	9	8	5	3	5	9	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_793	1	4	6	1	1	7	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_794	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	8	12	11	7	11	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	10	4	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_795	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	3	3	9	5	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_796	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	23	15	12	20	9	15	0	0	0	0	0	0	0	0	4	1	0	1	0	0	1	0	1	1	0	0	2	1	0	0	0	0	3	0	1	1	0	0	10	5	12	12	8	17	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_797	1	2	0	2	0	1	1	1	0	1	0	1	1	1	0	0	38	45	35	18	25	21	18	27	1	1	5	2	5	3	9	11	0	0	0	0	0	1	0	0	5	0	3	3	0	3	0	0	4	12	3	5	3	4	12	4	6	4	5	3	2	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_798	3	20	7	23	14	18	28	28	18	29	25	20	24	18	23	16	9	9	3	5	7	6	4	6	1	3	3	10	6	5	4	4	2	2	0	0	2	1	6	3	10	5	3	6	1	3	0	3	45	258	94	214	102	250	197	182	60	102	138	125	94	129	147	163	2	5	2	2	3	8	3	4	0	0	0	0	0	0	0	3	0	1	0	4	3	1	6	2	1	1	1	1	1	2	2
OTU_799	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	1	14	5	15	13	16	7	16	0	0	0	0	0	1	1	0	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	2	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_800	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	2	2	3	3	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	1	0	0	0	0	0	0	1	2	2	3	1	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_801	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	3	7	3	6	7	3	5	6	2	0	1	4	2	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	3	1	0	2	3	1	2	1	1	0	8	4	5	8	7	3	8	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_802	2	2	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_803	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	4	1	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_804	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1	0	4	2	2	1	1	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	4	2	7	5	4
OTU_805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	7	11	8	6	7	9	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	13	13	19	11	26	17	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_806	34	30	30	25	26	21	19	31	5	4	4	2	8	2	3	3	2	0	2	0	1	2	3	2	2	1	2	4	1	3	0	0	5	0	0	2	1	1	1	1	1	0	2	0	1	1	1	4	421	369	425	294	334	334	413	357	16	19	28	16	21	18	14	18	0	2	1	0	3	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	1	1	4	1	1	3	1
OTU_807	2	3	5	4	1	4	2	3	0	0	0	0	0	0	0	0	4	4	2	3	2	1	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	17	23	12	16	26	24	21	15	0	0	0	2	0	0	2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	2	1	3	4	0	0	0	0	0	0	0	0
OTU_808	5	7	7	12	3	7	6	8	0	0	0	0	0	1	0	0	24	35	25	10	29	34	18	18	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	56	32	48	43	37	33	28	52	6	10	3	7	3	4	6	4	0	5	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_809	0	0	0	0	0	2	0	0	2	1	1	0	0	2	3	1	1	0	0	1	1	3	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	7	4	11	7	7	5	10	293	387	263	256	213	294	224	263
OTU_810	2	2	2	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	2	0	0	0	2	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_811	1085	1098	1343	1250	1184	1114	970	1158	48	33	56	82	90	64	38	37	14	8	5	11	5	14	13	9	429	310	401	411	374	361	448	225	544	508	395	622	591	493	643	577	31	37	34	27	40	20	24	35	2134	2015	1996	1788	1766	1903	2106	1524	86	88	101	95	105	120	86	88	7386	4663	6183	8316	8710	8806	8691	7852	2	11	4	3	3	1	6	174	123	174	157	184	181	216	132	14	5	8	8	4	7	4	11
OTU_812	3	6	4	3	7	6	5	5	0	0	0	0	0	0	0	0	3	4	7	4	4	3	4	7	4	3	7	7	4	5	11	3	1	6	1	1	1	4	6	6	10	5	2	1	4	3	2	3	18	23	19	19	13	19	9	14	14	25	19	24	10	22	20	29	7	2	5	4	6	2	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_813	0	1	5	6	3	0	2	3	9	10	11	13	12	8	10	9	0	2	0	1	0	0	0	0	0	1	2	3	1	4	2	3	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	5	20	6	14	6	6	12	15	1	1	0	1	1	4	1	1	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
OTU_814	3	3	6	2	5	2	1	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	14	27	3	14	11	24	11	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_815	2	11	2	11	6	8	5	8	0	0	0	0	0	0	0	0	1	2	2	1	2	0	0	1	0	0	0	2	1	0	0	0	3	10	0	9	3	16	14	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_816	2	5	5	5	5	2	3	2	0	2	0	0	0	1	0	0	1	1	0	1	0	2	2	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	8	4	2	7	3	12	9	204	231	309	268	258	242	244	260	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	0	0	0	0	1	0
